comment_count,close_style,user_age,original_price,discount_rate,price,good_rate,sole_material,style,brand,is_plus,is_return,sales,cluster
133,松紧带鞋,55,124,80,99,96,TPR鞋底,复古潮鞋,京东京造,0,0,3191,1
7875,拉链鞋款,40,112,88,99,92,TPR鞋底,户外机能,其他品牌,0,0,1075,1
4098,松紧带鞋,27,183,54,99,90,PU中底,工装硬朗,安踏运动,1,1,1029,2
986,魔术贴鞋,22,320,61,195,92,PU中底,工装硬朗,鸿星尔克,1,1,656,2
781,系带设计,38,164,64,105,92,TPR鞋底,复古潮鞋,耐克潮流,0,1,1144,2
1967,魔术贴鞋,41,150,66,99,96,PU中底,复古潮鞋,特步男鞋,1,1,230,2
240,松紧带鞋,45,150,66,99,95,TPR鞋底,日常休闲,安踏运动,0,0,5,1
1640,拉链鞋款,59,194,54,105,92,橡胶大底,复古潮鞋,鸿星尔克,0,0,137,1
1671,套脚款式,51,262,55,144,91,MD发泡底,工装硬朗,李宁休闲,1,0,475,1
1530,松紧带鞋,51,116,88,102,97,橡胶大底,工装硬朗,京东京造,1,0,454,1
377,魔术贴鞋,20,308,73,225,95,PU中底,日常休闲,回力经典,1,0,348,1
2422,系带设计,51,146,68,99,96,混合鞋底,日常休闲,阿迪达斯,0,0,20,1
1290,系带设计,43,325,84,273,92,EVA轻底,潮流高街,耐克潮流,0,1,27,3
212,系带设计,36,143,69,99,89,混合鞋底,潮流高街,其他品牌,0,1,727,2
785,系带设计,35,105,94,99,100,EVA轻底,运动休闲,安踏运动,0,0,1476,1
3085,魔术贴鞋,49,157,63,99,92,MD发泡底,运动休闲,阿迪达斯,0,0,891,1
3980,松紧带鞋,49,587,60,352,90,橡胶大底,复古潮鞋,阿迪达斯,0,1,892,3
798,套脚款式,44,193,57,110,99,橡胶大底,运动休闲,李宁休闲,0,0,1436,1
384,魔术贴鞋,35,156,97,151,94,EVA轻底,简约百搭,斯凯奇潮,1,1,1249,2
1172,拉链鞋款,43,237,93,220,90,TPR鞋底,复古潮鞋,其他品牌,0,1,29,2
3456,套脚款式,51,198,87,172,91,EVA轻底,工装硬朗,特步男鞋,0,0,2643,1
1175,拉链鞋款,60,202,55,111,90,MD发泡底,日常休闲,京东京造,1,0,3778,1
678,魔术贴鞋,46,426,84,358,96,EVA轻底,工装硬朗,李宁休闲,1,1,168,3
269,套脚款式,61,110,93,102,93,MD发泡底,工装硬朗,耐克潮流,1,1,35,2
3195,套脚款式,45,169,80,135,91,PU中底,运动休闲,鸿星尔克,0,1,26,2
2561,套脚款式,43,173,98,170,93,EVA轻底,简约百搭,阿迪达斯,1,0,684,1
945,套脚款式,46,101,98,99,94,TPR鞋底,复古潮鞋,鸿星尔克,0,0,489,1
1965,套脚款式,47,152,65,99,94,TPR鞋底,运动休闲,鸿星尔克,1,0,39,1
1877,魔术贴鞋,57,142,88,125,95,PU中底,工装硬朗,安踏运动,1,0,607,1
136,魔术贴鞋,49,184,90,166,94,MD发泡底,工装硬朗,安踏运动,0,1,2968,2
358,松紧带鞋,41,319,52,166,91,混合鞋底,复古潮鞋,京东京造,1,0,1083,1
3528,拉链鞋款,60,153,97,148,90,TPR鞋底,复古潮鞋,特步男鞋,0,0,30,1
609,松紧带鞋,29,615,91,560,91,MD发泡底,户外机能,回力经典,1,0,1455,3
393,系带设计,60,267,97,259,91,EVA轻底,潮流高街,其他品牌,0,0,2629,1
484,套脚款式,43,132,90,119,97,橡胶大底,工装硬朗,安踏运动,0,1,741,2
1532,魔术贴鞋,52,118,84,99,95,混合鞋底,复古潮鞋,李宁休闲,0,1,131,2
567,套脚款式,45,152,65,99,90,EVA轻底,工装硬朗,安踏运动,1,0,600,1
14257,魔术贴鞋,36,361,92,332,94,MD发泡底,复古潮鞋,其他品牌,0,0,4993,0
496,魔术贴鞋,40,169,88,149,86,PU中底,工装硬朗,阿迪达斯,0,1,4890,2
8219,系带设计,48,197,61,120,88,TPR鞋底,潮流高街,京东京造,1,0,552,1
732,套脚款式,55,143,69,99,96,混合鞋底,工装硬朗,阿迪达斯,1,0,1095,1
215,拉链鞋款,49,112,88,99,94,TPR鞋底,工装硬朗,回力经典,1,0,803,1
4127,拉链鞋款,36,225,55,124,92,混合鞋底,简约百搭,安踏运动,1,1,325,2
41,系带设计,30,167,97,162,94,TPR鞋底,工装硬朗,其他品牌,0,0,4457,1
1589,松紧带鞋,32,111,89,99,94,EVA轻底,复古潮鞋,阿迪达斯,0,0,941,1
2761,魔术贴鞋,58,378,87,329,90,橡胶大底,潮流高街,鸿星尔克,1,0,27,3
10201,套脚款式,52,206,51,105,95,混合鞋底,运动休闲,京东京造,1,1,1175,0
553,套脚款式,48,284,68,193,93,TPR鞋底,日常休闲,鸿星尔克,0,1,237,2
489,松紧带鞋,37,387,70,271,96,MD发泡底,潮流高街,安踏运动,0,1,2219,3
538,魔术贴鞋,54,183,54,99,99,混合鞋底,日常休闲,京东京造,1,1,4569,2
93,套脚款式,55,281,69,194,90,混合鞋底,潮流高街,阿迪达斯,1,0,552,1
1030,套脚款式,43,115,86,99,90,TPR鞋底,简约百搭,回力经典,0,0,99,1
718,拉链鞋款,52,112,88,99,97,MD发泡底,日常休闲,李宁休闲,1,1,729,2
517,拉链鞋款,61,228,54,123,91,橡胶大底,简约百搭,斯凯奇潮,1,1,1052,2
1034,魔术贴鞋,63,148,69,102,94,橡胶大底,复古潮鞋,其他品牌,1,1,687,2
17350,套脚款式,45,187,53,99,85,PU中底,工装硬朗,其他品牌,0,1,186,0
692,套脚款式,56,168,60,101,92,EVA轻底,工装硬朗,耐克潮流,0,1,530,2
2446,魔术贴鞋,33,259,51,132,88,PU中底,日常休闲,鸿星尔克,1,1,848,2
606,套脚款式,45,545,98,534,89,橡胶大底,运动休闲,李宁休闲,0,0,846,3
522,魔术贴鞋,50,218,76,166,96,TPR鞋底,工装硬朗,耐克潮流,1,0,3342,1
2905,魔术贴鞋,41,304,54,164,91,混合鞋底,复古潮鞋,李宁休闲,0,0,700,1
1204,拉链鞋款,47,184,82,151,100,橡胶大底,户外机能,特步男鞋,0,1,846,2
1673,魔术贴鞋,55,134,74,99,96,PU中底,户外机能,回力经典,0,1,468,2
2106,魔术贴鞋,61,119,83,99,95,PU中底,工装硬朗,斯凯奇潮,1,0,1395,1
1375,魔术贴鞋,18,1205,58,699,96,PU中底,潮流高街,斯凯奇潮,1,0,49,3
8568,套脚款式,41,224,93,208,90,PU中底,运动休闲,安踏运动,0,0,22,1
1210,松紧带鞋,33,342,92,315,95,橡胶大底,运动休闲,李宁休闲,1,0,4152,3
561,系带设计,36,125,79,99,94,PU中底,运动休闲,李宁休闲,0,1,11,2
1106,松紧带鞋,45,243,51,124,86,EVA轻底,运动休闲,回力经典,1,1,42,2
4261,松紧带鞋,58,184,63,116,97,EVA轻底,工装硬朗,安踏运动,1,0,4,1
223,系带设计,57,189,74,140,96,EVA轻底,运动休闲,安踏运动,1,0,1499,1
2387,魔术贴鞋,44,121,82,99,96,橡胶大底,简约百搭,安踏运动,1,1,15,2
657,拉链鞋款,55,508,84,427,97,橡胶大底,复古潮鞋,李宁休闲,0,0,2256,3
1875,松紧带鞋,59,160,88,141,93,MD发泡底,户外机能,其他品牌,0,1,2477,2
261,系带设计,52,165,60,99,99,PU中底,运动休闲,其他品牌,1,1,37,2
1189,松紧带鞋,43,192,60,115,94,橡胶大底,日常休闲,安踏运动,1,1,703,2
241,拉链鞋款,52,168,69,116,99,混合鞋底,简约百搭,特步男鞋,1,0,4610,1
1161,松紧带鞋,39,177,75,133,95,MD发泡底,复古潮鞋,京东京造,0,0,1149,1
733,松紧带鞋,43,100,99,99,98,EVA轻底,潮流高街,京东京造,0,1,47,2
861,松紧带鞋,51,243,54,131,98,混合鞋底,日常休闲,鸿星尔克,1,0,194,1
1880,拉链鞋款,59,177,64,113,94,TPR鞋底,潮流高街,其他品牌,0,0,805,1
602,魔术贴鞋,64,195,97,189,97,PU中底,复古潮鞋,京东京造,1,1,716,2
3298,系带设计,46,125,79,99,92,PU中底,简约百搭,耐克潮流,0,0,4,1
1021,拉链鞋款,34,251,76,191,93,橡胶大底,复古潮鞋,鸿星尔克,1,1,215,2
1219,魔术贴鞋,56,100,99,99,91,MD发泡底,简约百搭,其他品牌,1,1,591,2
2385,魔术贴鞋,40,139,96,133,92,EVA轻底,户外机能,安踏运动,1,0,720,1
310,套脚款式,39,401,88,353,97,混合鞋底,户外机能,耐克潮流,0,1,1081,3
5835,套脚款式,36,139,71,99,91,TPR鞋底,简约百搭,李宁休闲,1,0,13,1
4504,系带设计,51,168,59,99,99,TPR鞋底,运动休闲,特步男鞋,1,0,1437,1
20066,套脚款式,53,451,63,284,92,TPR鞋底,户外机能,斯凯奇潮,1,0,274,0
516,系带设计,60,395,78,308,92,PU中底,简约百搭,阿迪达斯,1,1,31,3
1118,魔术贴鞋,57,227,79,179,91,混合鞋底,潮流高街,特步男鞋,1,1,43,2
212,魔术贴鞋,53,160,62,99,96,PU中底,复古潮鞋,斯凯奇潮,0,1,23,2
409,魔术贴鞋,49,168,62,104,97,混合鞋底,简约百搭,其他品牌,1,0,27,1
1256,套脚款式,53,219,78,171,96,EVA轻底,户外机能,特步男鞋,1,1,609,2
1101,拉链鞋款,42,231,85,196,91,混合鞋底,户外机能,京东京造,0,0,4132,1
3230,魔术贴鞋,40,225,55,124,93,EVA轻底,工装硬朗,耐克潮流,0,0,20,1
135,松紧带鞋,62,108,92,99,96,混合鞋底,工装硬朗,安踏运动,1,0,2,1
463,松紧带鞋,52,208,88,183,90,混合鞋底,简约百搭,李宁休闲,0,0,12,1
489,系带设计,40,163,73,119,88,PU中底,复古潮鞋,耐克潮流,0,1,635,2
126,系带设计,48,108,92,99,96,PU中底,潮流高街,回力经典,0,0,788,1
741,系带设计,65,145,80,116,94,橡胶大底,工装硬朗,回力经典,0,0,1,1
3559,系带设计,48,377,64,241,96,MD发泡底,工装硬朗,回力经典,1,1,1228,3
880,松紧带鞋,46,124,94,117,91,橡胶大底,日常休闲,回力经典,0,0,31,1
1461,松紧带鞋,50,551,84,463,93,MD发泡底,运动休闲,京东京造,0,1,479,3
297,松紧带鞋,45,371,80,297,93,橡胶大底,潮流高街,斯凯奇潮,1,0,1248,3
6244,套脚款式,54,179,76,136,96,橡胶大底,复古潮鞋,回力经典,1,0,22,1
2104,魔术贴鞋,40,248,64,159,85,TPR鞋底,复古潮鞋,斯凯奇潮,1,1,62,2
160,松紧带鞋,40,164,64,105,91,橡胶大底,潮流高街,回力经典,0,1,791,2
377,松紧带鞋,62,275,60,165,97,TPR鞋底,户外机能,特步男鞋,1,1,1321,2
934,拉链鞋款,55,206,97,200,93,橡胶大底,运动休闲,斯凯奇潮,0,1,13,2
2100,系带设计,50,361,51,184,93,TPR鞋底,户外机能,耐克潮流,1,1,15,2
261,魔术贴鞋,52,116,94,109,97,TPR鞋底,运动休闲,安踏运动,0,0,1363,1
6899,松紧带鞋,48,166,80,133,91,橡胶大底,日常休闲,耐克潮流,1,1,283,2
2824,松紧带鞋,43,617,87,537,94,混合鞋底,运动休闲,斯凯奇潮,0,1,1262,3
420,套脚款式,42,139,71,99,96,混合鞋底,潮流高街,斯凯奇潮,0,1,1062,2
1811,系带设计,62,110,90,99,97,PU中底,工装硬朗,李宁休闲,0,0,4974,1
423,套脚款式,33,167,67,112,97,EVA轻底,复古潮鞋,京东京造,0,1,704,2
1518,套脚款式,56,195,55,107,99,EVA轻底,日常休闲,其他品牌,0,0,37,1
837,松紧带鞋,63,119,91,108,93,MD发泡底,运动休闲,耐克潮流,1,0,357,1
1270,拉链鞋款,58,168,59,99,96,PU中底,日常休闲,斯凯奇潮,1,0,751,1
1540,系带设计,58,117,86,101,90,TPR鞋底,户外机能,其他品牌,0,0,2669,1
2678,套脚款式,58,275,71,195,87,PU中底,简约百搭,安踏运动,0,1,19,2
3177,松紧带鞋,55,153,97,148,96,TPR鞋底,简约百搭,李宁休闲,1,0,1020,1
550,魔术贴鞋,45,180,79,142,95,EVA轻底,复古潮鞋,阿迪达斯,0,1,549,2
429,套脚款式,47,185,95,176,97,MD发泡底,复古潮鞋,其他品牌,1,0,1085,1
1061,拉链鞋款,61,155,64,99,95,TPR鞋底,运动休闲,其他品牌,1,0,144,1
3491,魔术贴鞋,52,245,89,218,96,EVA轻底,日常休闲,京东京造,0,1,714,2
10139,魔术贴鞋,36,194,51,99,96,PU中底,潮流高街,特步男鞋,1,1,101,0
139,拉链鞋款,30,352,96,338,98,TPR鞋底,潮流高街,特步男鞋,1,1,4,3
7542,魔术贴鞋,49,583,81,472,95,TPR鞋底,日常休闲,京东京造,0,1,226,3
2102,拉链鞋款,50,174,57,99,89,EVA轻底,潮流高街,鸿星尔克,0,1,2216,2
540,系带设计,53,110,90,99,90,TPR鞋底,户外机能,阿迪达斯,1,0,2842,1
7933,系带设计,47,170,80,136,96,TPR鞋底,户外机能,回力经典,1,1,102,2
568,拉链鞋款,47,117,88,103,90,PU中底,工装硬朗,鸿星尔克,1,0,419,1
1319,套脚款式,35,278,65,181,97,橡胶大底,潮流高街,回力经典,0,0,699,1
1153,套脚款式,46,174,94,164,93,TPR鞋底,复古潮鞋,特步男鞋,1,1,1385,2
1309,系带设计,54,146,68,99,95,混合鞋底,工装硬朗,京东京造,1,1,581,2
3357,拉链鞋款,56,121,82,99,93,混合鞋底,日常休闲,鸿星尔克,0,1,3104,2
5680,套脚款式,31,134,74,99,90,EVA轻底,简约百搭,回力经典,1,1,55,2
134,系带设计,36,183,54,99,96,橡胶大底,运动休闲,鸿星尔克,0,0,3780,1
1696,套脚款式,56,142,99,141,91,TPR鞋底,日常休闲,其他品牌,0,0,1332,1
337,魔术贴鞋,41,266,64,170,95,MD发泡底,运动休闲,回力经典,0,1,720,2
87,松紧带鞋,37,527,55,290,95,PU中底,潮流高街,京东京造,1,0,4670,3
402,套脚款式,52,118,84,99,97,MD发泡底,工装硬朗,斯凯奇潮,1,0,3832,1
1693,松紧带鞋,48,365,72,263,85,MD发泡底,复古潮鞋,回力经典,1,1,32,3
1397,套脚款式,47,143,69,99,94,PU中底,简约百搭,耐克潮流,0,1,312,2
765,魔术贴鞋,41,219,62,136,95,MD发泡底,简约百搭,斯凯奇潮,1,1,1044,2
196,拉链鞋款,43,183,54,99,91,橡胶大底,潮流高街,安踏运动,1,0,25,1
318,松紧带鞋,33,110,90,99,91,橡胶大底,潮流高街,斯凯奇潮,1,1,157,2
638,拉链鞋款,63,247,66,163,93,EVA轻底,户外机能,京东京造,0,0,22,1
2133,松紧带鞋,34,162,68,110,98,TPR鞋底,复古潮鞋,特步男鞋,0,1,84,2
77,拉链鞋款,52,136,73,99,95,PU中底,复古潮鞋,斯凯奇潮,1,1,868,2
3922,套脚款式,59,129,77,99,94,橡胶大底,运动休闲,李宁休闲,0,0,927,1
438,魔术贴鞋,37,211,53,112,99,EVA轻底,工装硬朗,阿迪达斯,0,1,36,2
62,系带设计,33,572,57,326,96,PU中底,日常休闲,安踏运动,0,0,181,3
3589,系带设计,38,171,58,99,96,混合鞋底,工装硬朗,李宁休闲,1,1,1420,2
507,松紧带鞋,32,132,75,99,94,TPR鞋底,户外机能,鸿星尔克,0,1,1500,2
1208,松紧带鞋,54,138,72,99,91,TPR鞋底,运动休闲,斯凯奇潮,1,0,17,1
632,魔术贴鞋,48,111,89,99,91,TPR鞋底,复古潮鞋,鸿星尔克,1,1,518,2
7596,系带设计,51,242,62,150,90,EVA轻底,潮流高街,阿迪达斯,1,0,56,1
1163,魔术贴鞋,53,162,61,99,91,混合鞋底,简约百搭,阿迪达斯,1,0,719,1
1689,系带设计,35,192,74,142,86,MD发泡底,户外机能,其他品牌,0,0,1258,1
14539,拉链鞋款,47,318,60,191,96,EVA轻底,简约百搭,特步男鞋,1,0,257,0
336,拉链鞋款,43,115,86,99,93,混合鞋底,日常休闲,安踏运动,1,1,689,2
2238,魔术贴鞋,52,171,86,147,98,MD发泡底,工装硬朗,耐克潮流,1,0,951,1
634,系带设计,48,267,99,264,97,EVA轻底,复古潮鞋,斯凯奇潮,0,0,764,1
133,套脚款式,55,335,51,171,95,混合鞋底,复古潮鞋,斯凯奇潮,0,0,14,1
936,拉链鞋款,53,115,96,110,95,EVA轻底,运动休闲,其他品牌,0,0,161,1
753,系带设计,52,148,67,99,91,EVA轻底,运动休闲,耐克潮流,1,1,87,2
5045,系带设计,49,200,100,200,100,MD发泡底,户外机能,耐克潮流,1,1,384,2
297,套脚款式,45,194,51,99,98,EVA轻底,简约百搭,李宁休闲,1,0,429,1
939,魔术贴鞋,50,180,55,99,92,EVA轻底,潮流高街,京东京造,0,0,316,1
298,魔术贴鞋,45,247,60,148,96,TPR鞋底,简约百搭,阿迪达斯,1,1,31,2
2526,松紧带鞋,59,177,56,99,94,MD发泡底,工装硬朗,斯凯奇潮,0,1,993,2
392,拉链鞋款,62,259,51,132,98,MD发泡底,运动休闲,耐克潮流,1,1,1281,2
2421,松紧带鞋,46,246,65,160,99,MD发泡底,日常休闲,耐克潮流,1,0,744,1
2339,拉链鞋款,48,224,54,121,97,TPR鞋底,运动休闲,斯凯奇潮,0,1,829,2
9844,魔术贴鞋,52,328,61,200,99,EVA轻底,潮流高街,回力经典,0,1,244,0
173,松紧带鞋,44,251,100,251,95,PU中底,潮流高街,回力经典,1,1,154,2
736,套脚款式,61,270,53,143,90,混合鞋底,复古潮鞋,安踏运动,1,0,413,1
460,系带设计,43,705,81,571,92,EVA轻底,复古潮鞋,李宁休闲,1,0,4979,3
263,松紧带鞋,54,127,78,99,90,EVA轻底,工装硬朗,安踏运动,1,1,2400,2
199,魔术贴鞋,53,102,97,99,94,TPR鞋底,工装硬朗,耐克潮流,0,0,883,1
569,魔术贴鞋,47,231,62,143,96,混合鞋底,运动休闲,京东京造,1,0,2216,1
45,松紧带鞋,30,187,53,99,91,PU中底,简约百搭,斯凯奇潮,0,1,19,2
208,魔术贴鞋,43,183,54,99,100,MD发泡底,潮流高街,安踏运动,1,1,31,2
736,拉链鞋款,43,106,93,99,93,EVA轻底,简约百搭,鸿星尔克,1,0,17,1
12319,魔术贴鞋,50,224,58,130,97,TPR鞋底,简约百搭,安踏运动,1,0,536,0
422,拉链鞋款,48,122,81,99,97,MD发泡底,日常休闲,其他品牌,0,0,1148,1
3688,拉链鞋款,50,148,67,99,85,TPR鞋底,潮流高街,安踏运动,0,1,492,2
424,拉链鞋款,37,106,93,99,99,MD发泡底,户外机能,鸿星尔克,0,1,10,2
1518,系带设计,41,248,84,208,94,混合鞋底,潮流高街,回力经典,1,1,943,2
2425,松紧带鞋,53,206,86,177,90,EVA轻底,简约百搭,阿迪达斯,0,0,413,1
286,拉链鞋款,33,228,60,137,92,混合鞋底,运动休闲,其他品牌,1,0,37,1
1106,魔术贴鞋,59,141,70,99,92,橡胶大底,运动休闲,耐克潮流,1,1,4115,2
8736,松紧带鞋,38,134,88,118,96,橡胶大底,日常休闲,阿迪达斯,0,0,7,1
1962,松紧带鞋,46,142,92,131,96,TPR鞋底,运动休闲,京东京造,0,0,2806,1
1147,拉链鞋款,44,364,67,244,98,EVA轻底,日常休闲,鸿星尔克,0,1,2777,3
615,魔术贴鞋,53,168,59,99,92,PU中底,工装硬朗,阿迪达斯,0,1,833,2
533,系带设计,33,229,66,151,97,橡胶大底,工装硬朗,其他品牌,0,0,178,1
76,松紧带鞋,49,100,99,99,91,TPR鞋底,简约百搭,阿迪达斯,0,0,3953,1
725,松紧带鞋,52,105,94,99,92,PU中底,潮流高街,鸿星尔克,1,1,2287,2
1202,魔术贴鞋,46,100,99,99,96,混合鞋底,运动休闲,鸿星尔克,0,0,897,1
262,松紧带鞋,52,137,92,126,97,EVA轻底,复古潮鞋,特步男鞋,1,1,14,2
56,松紧带鞋,50,578,63,364,100,MD发泡底,日常休闲,特步男鞋,1,1,954,3
47,系带设计,54,403,74,298,90,橡胶大底,户外机能,斯凯奇潮,1,1,828,3
7226,拉链鞋款,51,286,76,217,93,TPR鞋底,运动休闲,斯凯奇潮,0,1,343,2
1717,拉链鞋款,52,202,58,117,100,橡胶大底,复古潮鞋,其他品牌,0,1,434,2
6385,系带设计,54,258,85,219,91,PU中底,日常休闲,其他品牌,1,0,138,1
1069,松紧带鞋,53,277,77,213,96,混合鞋底,简约百搭,李宁休闲,0,1,13,2
7229,松紧带鞋,37,326,73,238,96,橡胶大底,户外机能,回力经典,0,0,2186,1
1501,套脚款式,52,306,80,245,88,PU中底,潮流高街,鸿星尔克,1,1,56,2
497,套脚款式,56,179,68,122,97,TPR鞋底,工装硬朗,阿迪达斯,1,1,366,2
488,套脚款式,53,140,88,123,94,橡胶大底,日常休闲,京东京造,0,0,512,1
855,松紧带鞋,45,162,61,99,92,MD发泡底,工装硬朗,耐克潮流,1,0,1136,1
1276,系带设计,51,131,78,102,86,TPR鞋底,户外机能,特步男鞋,0,0,2661,1
2763,拉链鞋款,53,183,54,99,85,EVA轻底,简约百搭,李宁休闲,1,0,168,1
3731,拉链鞋款,60,651,53,345,94,橡胶大底,户外机能,阿迪达斯,0,1,49,3
911,松紧带鞋,49,130,76,99,92,TPR鞋底,复古潮鞋,其他品牌,1,1,362,2
514,系带设计,48,207,98,203,87,EVA轻底,简约百搭,李宁休闲,0,0,846,1
1331,套脚款式,56,137,76,104,96,PU中底,潮流高街,斯凯奇潮,0,1,414,2
2519,魔术贴鞋,55,155,64,99,95,EVA轻底,复古潮鞋,京东京造,0,1,37,2
4136,系带设计,54,209,95,199,100,MD发泡底,潮流高街,京东京造,0,0,242,1
1240,松紧带鞋,47,157,63,99,90,MD发泡底,简约百搭,京东京造,0,0,1079,1
958,套脚款式,61,137,75,103,92,TPR鞋底,户外机能,京东京造,1,0,3179,1
2755,魔术贴鞋,53,254,63,160,97,混合鞋底,潮流高街,其他品牌,1,0,1059,1
4347,魔术贴鞋,46,115,86,99,91,PU中底,简约百搭,安踏运动,1,0,10,1
274,魔术贴鞋,33,143,69,99,91,PU中底,户外机能,阿迪达斯,0,0,659,1
3513,松紧带鞋,53,111,89,99,97,橡胶大底,运动休闲,鸿星尔克,1,0,1289,1
50,套脚款式,59,189,82,155,93,橡胶大底,工装硬朗,李宁休闲,0,0,502,1
496,魔术贴鞋,56,216,81,175,93,TPR鞋底,潮流高街,李宁休闲,1,1,893,2
3634,松紧带鞋,45,162,61,99,90,EVA轻底,工装硬朗,特步男鞋,0,0,387,1
1206,系带设计,46,115,86,99,90,橡胶大底,潮流高街,耐克潮流,0,1,5,2
1905,套脚款式,63,166,82,136,90,MD发泡底,户外机能,京东京造,1,0,4,1
1230,魔术贴鞋,47,218,65,142,99,混合鞋底,运动休闲,斯凯奇潮,0,0,16,1
2199,松紧带鞋,53,170,94,160,88,PU中底,简约百搭,鸿星尔克,0,1,1117,2
477,松紧带鞋,35,155,64,99,97,混合鞋底,日常休闲,其他品牌,1,1,305,2
3424,松紧带鞋,22,131,77,101,100,橡胶大底,工装硬朗,其他品牌,1,0,4637,1
225,拉链鞋款,47,219,80,175,92,橡胶大底,复古潮鞋,鸿星尔克,1,0,750,1
651,系带设计,45,155,64,99,91,MD发泡底,日常休闲,耐克潮流,1,1,644,2
16543,系带设计,39,404,54,218,93,PU中底,运动休闲,鸿星尔克,1,0,978,0
296,套脚款式,55,373,52,194,97,TPR鞋底,潮流高街,李宁休闲,0,1,29,2
1635,魔术贴鞋,49,404,57,230,94,MD发泡底,运动休闲,其他品牌,0,0,394,3
390,套脚款式,42,117,94,110,86,TPR鞋底,复古潮鞋,李宁休闲,1,1,712,2
496,系带设计,48,334,93,311,99,TPR鞋底,潮流高街,李宁休闲,1,0,61,3
7485,松紧带鞋,56,121,82,99,97,橡胶大底,工装硬朗,鸿星尔克,1,1,466,2
473,松紧带鞋,51,392,74,290,96,EVA轻底,户外机能,安踏运动,0,1,1190,3
2660,松紧带鞋,51,309,90,278,90,混合鞋底,简约百搭,斯凯奇潮,0,1,4285,2
1048,拉链鞋款,45,106,93,99,99,混合鞋底,工装硬朗,耐克潮流,1,0,1223,1
100,松紧带鞋,53,387,71,275,95,橡胶大底,户外机能,特步男鞋,0,1,13,3
874,魔术贴鞋,56,120,84,101,96,MD发泡底,简约百搭,斯凯奇潮,0,1,245,2
989,魔术贴鞋,48,170,66,112,100,MD发泡底,日常休闲,鸿星尔克,1,0,103,1
1434,魔术贴鞋,42,189,81,153,91,TPR鞋底,日常休闲,鸿星尔克,0,1,1004,2
3091,松紧带鞋,50,139,71,99,94,混合鞋底,潮流高街,李宁休闲,0,1,1286,2
1517,松紧带鞋,47,184,61,112,90,混合鞋底,工装硬朗,斯凯奇潮,1,1,4400,2
1901,拉链鞋款,58,141,70,99,91,PU中底,潮流高街,鸿星尔克,1,0,919,1
9701,系带设计,43,146,68,99,96,MD发泡底,工装硬朗,斯凯奇潮,1,0,24,1
2728,套脚款式,48,127,78,99,92,混合鞋底,复古潮鞋,鸿星尔克,1,1,4057,2
244,套脚款式,40,343,76,261,95,EVA轻底,日常休闲,李宁休闲,1,1,1046,3
560,套脚款式,33,155,64,99,92,MD发泡底,日常休闲,特步男鞋,0,1,1160,2
3738,系带设计,43,101,98,99,99,橡胶大底,复古潮鞋,阿迪达斯,1,0,730,1
265,拉链鞋款,38,148,67,99,96,PU中底,运动休闲,李宁休闲,0,0,1207,1
1337,套脚款式,41,118,84,99,86,PU中底,复古潮鞋,耐克潮流,1,1,1212,2
1889,松紧带鞋,54,314,71,223,90,TPR鞋底,户外机能,回力经典,0,1,555,2
170,魔术贴鞋,41,124,80,99,98,MD发泡底,复古潮鞋,其他品牌,1,1,513,2
1135,系带设计,56,246,67,165,92,橡胶大底,简约百搭,耐克潮流,0,0,3069,1
114,套脚款式,46,244,64,156,86,混合鞋底,运动休闲,回力经典,1,0,1449,1
1247,魔术贴鞋,52,313,61,191,94,TPR鞋底,工装硬朗,京东京造,0,0,572,1
2439,套脚款式,42,205,80,164,96,混合鞋底,工装硬朗,李宁休闲,0,1,1302,2
3653,松紧带鞋,47,136,73,99,96,TPR鞋底,户外机能,安踏运动,0,1,596,2
1922,套脚款式,59,298,52,155,90,橡胶大底,运动休闲,鸿星尔克,1,1,1206,2
40,魔术贴鞋,47,128,92,118,98,橡胶大底,工装硬朗,其他品牌,0,0,984,1
15218,套脚款式,43,187,53,99,94,混合鞋底,潮流高街,京东京造,1,1,1482,0
980,套脚款式,58,128,78,100,96,橡胶大底,日常休闲,回力经典,0,0,26,1
4986,魔术贴鞋,55,115,86,99,93,TPR鞋底,复古潮鞋,回力经典,0,0,1309,1
343,松紧带鞋,48,218,60,131,96,MD发泡底,运动休闲,回力经典,0,1,410,2
135,松紧带鞋,43,157,77,121,88,混合鞋底,潮流高街,回力经典,0,0,386,1
159,系带设计,52,164,61,100,91,PU中底,户外机能,耐克潮流,1,1,344,2
29,系带设计,59,130,76,99,90,PU中底,工装硬朗,安踏运动,0,1,3,2
818,魔术贴鞋,52,325,60,195,94,橡胶大底,简约百搭,京东京造,1,0,45,1
5536,松紧带鞋,38,130,87,113,95,橡胶大底,运动休闲,回力经典,0,0,813,1
1558,魔术贴鞋,30,406,50,203,92,EVA轻底,运动休闲,李宁休闲,0,1,611,3
2244,松紧带鞋,58,481,79,380,96,橡胶大底,简约百搭,特步男鞋,0,0,884,3
260,魔术贴鞋,54,148,67,99,95,TPR鞋底,运动休闲,李宁休闲,1,1,1128,2
1140,系带设计,19,182,55,100,92,TPR鞋底,户外机能,耐克潮流,1,1,828,2
418,松紧带鞋,47,265,54,143,96,PU中底,简约百搭,特步男鞋,0,0,44,1
5765,系带设计,41,119,83,99,96,MD发泡底,复古潮鞋,李宁休闲,0,0,3155,1
2736,魔术贴鞋,57,143,69,99,100,TPR鞋底,户外机能,回力经典,1,1,1238,2
